['condoms'],negative,no,v_unp,v_unp,v_unp,v_unp,daily,v_unp,v_unp,none,v_unp,v_unp,v_unp,['none'],mild,['migraine_with_aura'],"[('FAM', 3), ('withdrawal', 3), ('cervical cap', 0), ('spermicide/vaginal gel', 0), ('internal condoms', -1.5), ('combo pill', -4.5), ('mini pill', -4.5), ('copper IUD', -6), ('sterilization', -6), ('patch', -7.5), ('shot', -7.5), ('arm implant', -9), ('ring', -10.5), ('hormonal IUD', -12), ('condoms', -109.5)]"
['condoms'],negative,no,v_unp,v_unp,v_unp,v_unp,daily,v_unp,v_unp,none,v_unp,v_unp,v_unp,['none'],mild,['smoker'],"[('FAM', 3), ('withdrawal', 3), ('cervical cap', 0), ('spermicide/vaginal gel', 0), ('internal condoms', -1.5), ('mini pill', -4.5), ('copper IUD', -6), ('sterilization', -6), ('arm implant', -9), ('hormonal IUD', -12), ('combo pill', -104.5), ('patch', -107.5), ('shot', -107.5), ('condoms', -109.5), ('ring', -110.5)]"
['condoms'],negative,no,v_unp,v_unp,v_unp,v_unp,daily,v_unp,v_unp,none,v_unp,v_unp,v_unp,['none'],mild,['hypertension'],"[('FAM', 3), ('withdrawal', 3), ('cervical cap', 0), ('spermicide/vaginal gel', 0), ('internal condoms', -1.5), ('mini pill', -4.5), ('copper IUD', -6), ('sterilization', -6), ('arm implant', -9), ('hormonal IUD', -12), ('combo pill', -104.5), ('patch', -107.5), ('shot', -107.5), ('condoms', -109.5), ('ring', -110.5)]"
['condoms'],negative,no,v_unp,v_unp,v_unp,v_unp,daily,v_unp,v_unp,none,v_unp,v_unp,v_unp,['none'],mild,['blood_clots'],"[('FAM', 3), ('withdrawal', 3), ('cervical cap', 0), ('spermicide/vaginal gel', 0), ('internal condoms', -1.5), ('mini pill', -4.5), ('copper IUD', -6), ('sterilization', -6), ('arm implant', -9), ('hormonal IUD', -12), ('combo pill', -104.5), ('patch', -107.5), ('shot', -107.5), ('condoms', -109.5), ('ring', -110.5)]"
['condoms'],negative,no,v_unp,v_unp,v_unp,v_unp,daily,v_unp,v_unp,none,v_unp,v_unp,v_unp,['none'],mild,['CHF or CAD'],"[('FAM', 3), ('withdrawal', 3), ('cervical cap', 0), ('spermicide/vaginal gel', 0), ('internal condoms', -1.5), ('combo pill', -4.5), ('mini pill', -4.5), ('copper IUD', -6), ('sterilization', -6), ('patch', -7.5), ('shot', -7.5), ('arm implant', -9), ('ring', -10.5), ('hormonal IUD', -12), ('condoms', -109.5)]"
['condoms'],negative,no,v_unp,v_unp,v_unp,v_unp,daily,v_unp,v_unp,none,v_unp,v_unp,v_unp,['none'],mild,['PCOS'],"[('FAM', 3), ('withdrawal', 3), ('cervical cap', 0), ('spermicide/vaginal gel', 0), ('internal condoms', -1.5), ('combo pill', -1.5), ('mini pill', -1.5), ('sterilization', -3), ('patch', -4.5), ('shot', -4.5), ('copper IUD', -6), ('ring', -7.5), ('arm implant', -9), ('hormonal IUD', -9), ('condoms', -109.5)]"
['condoms'],negative,no,v_unp,v_unp,v_unp,v_unp,daily,v_unp,v_unp,none,v_unp,v_unp,v_unp,['none'],mild,['endometriosis'],"[('FAM', 3), ('withdrawal', 3), ('cervical cap', 0), ('spermicide/vaginal gel', 0), ('internal condoms', -1.5), ('combo pill', -4.5), ('mini pill', -4.5), ('copper IUD', -6), ('sterilization', -6), ('patch', -7.5), ('shot', -7.5), ('arm implant', -9), ('ring', -10.5), ('hormonal IUD', -12), ('condoms', -109.5)]"
['condoms'],negative,no,v_unp,v_unp,v_unp,v_unp,daily,v_unp,v_unp,none,v_unp,v_unp,v_unp,['none'],mild,['breast_cancer'],"[('FAM', 3), ('withdrawal', 3), ('cervical cap', 0), ('spermicide/vaginal gel', 0), ('internal condoms', -1.5), ('combo pill', -4.5), ('mini pill', -4.5), ('copper IUD', -6), ('sterilization', -6), ('patch', -7.5), ('shot', -7.5), ('arm implant', -9), ('ring', -10.5), ('hormonal IUD', -12), ('condoms', -109.5)]"
['condoms'],negative,no,v_unp,v_unp,v_unp,v_unp,daily,v_unp,v_unp,none,v_unp,v_unp,v_unp,['none'],mild,['hrt'],"[('FAM', 3), ('withdrawal', 3), ('cervical cap', 0), ('spermicide/vaginal gel', 0), ('internal condoms', -1.5), ('combo pill', -4.5), ('mini pill', -4.5), ('copper IUD', -6), ('sterilization', -6), ('patch', -7.5), ('shot', -7.5), ('arm implant', -9), ('ring', -10.5), ('hormonal IUD', -12), ('condoms', -109.5)]"
['condoms'],negative,no,v_unp,v_unp,v_unp,v_unp,daily,v_unp,v_unp,none,v_unp,v_unp,v_unp,['none'],mild,['top_surgery'],"[('FAM', 3), ('withdrawal', 3), ('cervical cap', 0), ('spermicide/vaginal gel', 0), ('internal condoms', -1.5), ('mini pill', -4.5), ('copper IUD', -6), ('sterilization', -6), ('arm implant', -9), ('hormonal IUD', -12), ('combo pill', -104.5), ('patch', -107.5), ('shot', -107.5), ('condoms', -109.5), ('ring', -110.5)]"
